G1,G2,G3,G4,G5,G6,G7,G8 ,G9,G10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
0.16799,0.21623,0.25856,0.30573,0.35348,0.39716,0.3922,0.35782,0.34675,0.236,0.29743,0.3317,0.38272,0.40454,0.38547,0.41073,0.23507,0.1315,0,0,0.30613,0.35076,0.38202,0.40226,0.41514,0.42969,0.34211,0.29433,0.29071,0.10023,0.49703,0.50888,0.55662,0.56655,0.59037,0.61829,0.6343,0.46746,0.40173,0.31633,0.42469,0.46072,0.48737,0.52713,0.54471,0.5377,0.53356,0.31496,0.24601,0.24601,0.50752,0.53226,0.55114,0.57586,0.57644,0.57856,0.57753,0.49181,0.45365,0.12461,0.2831,0.36611,0.46147,0.45127,0.4689,0.38871,0.38871,0.38871,0.38871,0.24687,0.37974,0.42498,0.45828,0.47731,0.51496,0.50707,0.39735,0.37741,0.357,0.35428
0.20575,0.25681,0.30235,0.34291,0.39708,0.41351,0.45829,0.45225,0.39507,0.32028,0.42322,0.44833,0.47269,0.49201,0.50515,0.5121,0.52255,0.42988,0.24318,0.22018,0.33968,0.38829,0.38741,0.40213,0.41824,0.39831,0.36486,0.27079,0.28577,0.29635,0.43118,0.45653,0.50139,0.51645,0.46865,0.46849,0.46138,0.34782,0.3914,0.43346,0.20279,0.21085,0.18912,0.14287,0,0,0,0,0,0,0.84043,0.857,0.88196,0.90098,0.94082,0.95501,0.91245,0.90016,0.91703,0.87618,0.48156,0.49576,0.46637,0.53828,0.49473,0.52314,0.52314,0.50847,0.49995,0.23947,0.47378,0.4811,0.49209,0.49669,0.5175,0.53813,0.56825,0.48572,0.28184,0.20093
0.26488,0.30713,0.34923,0.3884,0.43229,0.46987,0.49161,0.4277,0.42077,0.31078,0.36681,0.39271,0.40833,0.42535,0.42577,0.38235,0.34204,0.31336,0.31423,0.11831,0.24744,0.27442,0.31532,0.39818,0.409,0.37962,0.43932,0.18484,0.19969,0.13286,0.41504,0.51329,0.52376,0.5206,0.54186,0.49575,0.36166,0.35105,0.27957,0.24395,0.42288,0.45338,0.48942,0.52043,0.54314,0.5653,0.38509,0.17138,0.21231,0,0.93239,0.93239,0.93239,0.93674,0.94452,0.95203,0.97293,1.0103,0.87888,0.88515,0.33849,0.44703,0.44703,0.42361,0.45176,0.43692,0.52592,0.29335,0.20846,0,0.57123,0.5904,0.60592,0.62555,0.64297,0.63465,0.62237,0.58105,0.66455,0.5722
0.16079,0.20587,0.24751,0.28911,0.35192,0.40605,0.42541,0.39621,0.29325,0.23081,0.24826,0.28884,0.32391,0.3308,0.38828,0.39369,0.45048,0.29396,0.10468,0,0.40434,0.43427,0.46106,0.48688,0.5193,0.486,0.42481,0.31257,0.26975,0.23695,0.65219,0.65219,0.65219,0.68102,0.68932,0.75621,0.6675,0.67514,0.58139,0.56076,0.53186,0.53594,0.54105,0.53821,0.52799,0.51011,0.39818,0.20754,0,0,0.86532,0.87345,0.88549,0.89035,0.915,0.92518,0.92637,0.89659,0.91082,0.87691,0.29499,0.36649,0.39111,0.34058,0.24092,0.23188,0.1826,0,0,0,0.30747,0.33325,0.36746,0.38673,0.39505,0.34874,0.33657,0.29577,0.2019,0.098267
0.20303,0.25167,0.29396,0.33651,0.36622,0.37999,0.42292,0.3847,0.38239,0.33827,0.31178,0.35467,0.37262,0.40009,0.41962,0.35093,0.32035,0.33181,0.31989,0.27621,0.35104,0.38963,0.44214,0.48144,0.53033,0.48845,0.51397,0.45674,0.3195,0.21958,0.51755,0.55047,0.55993,0.59229,0.628,0.56076,0.61267,0.63478,0.54535,0.5319,0.35788,0.3628,0.39316,0.38858,0.41458,0.32656,0.25451,0.10472,0.17453,0,0.4237,0.47821,0.49558,0.51258,0.53938,0.55041,0.5737,0.38308,0.40394,0.38149,0.37564,0.42472,0.41754,0.46151,0.33808,0.32534,0.17339,0,0,0,0.42609,0.45374,0.47267,0.4997,0.50159,0.48018,0.52286,0.49831,0.51815,0.44752
0.211,0.26132,0.30364,0.34349,0.37369,0.39319,0.43855,0.43524,0.33611,0.31204,0.27379,0.31659,0.35527,0.39876,0.38776,0.39236,0.47156,0.39185,0.20641,0.20641,0.40878,0.47631,0.5124,0.51048,0.51907,0.51565,0.54991,0.53398,0.35545,0.25918,0.29682,0.37307,0.39096,0.42549,0.45101,0.45304,0.15875,0,0,0,0.33832,0.35172,0.36979,0.39554,0.34396,0.33131,0.27209,0.19826,0,0,0.87278,0.87278,0.87278,0.87471,0.88158,0.89447,0.91083,0.84832,0.84697,0.81681,0.30042,0.32245,0.34433,0.35186,0.31582,0.20531,0.2211,0,0,0,0.41296,0.43333,0.46234,0.49846,0.52868,0.5378,0.49272,0.52942,0.36744,0.23715
0.17386,0.2276,0.28153,0.33036,0.37675,0.4223,0.41877,0.37943,0.33768,0.25289,0.25614,0.31488,0.33549,0.36131,0.36846,0.39038,0.36517,0.353,0.087876,0.0715,0.31077,0.37229,0.39518,0.44307,0.49622,0.46035,0.44296,0.39572,0.34758,0.1749,0.49721,0.52159,0.5184,0.57135,0.58877,0.59408,0.5761,0.59873,0.41544,0.3718,0.22399,0.30979,0.41951,0.42062,0.41359,0.40108,0.2357,0,0,0,1.0355,1.0355,1.0355,1.0373,1.0419,1.1058,1.146,1.1248,1.0695,1.0633,0.22592,0.24639,0.25767,0.25212,0.198,0.198,0,0,0,0,0.25978,0.29741,0.31959,0.34211,0.41131,0.3964,0.36577,0.27115,0.17181,0.12271
0.13604,0.17919,0.20892,0.23443,0.2883,0.33715,0.34878,0.25448,0.15092,0.083026,0.23779,0.29455,0.32725,0.344,0.39348,0.34478,0.2237,0.22386,0.088725,0,0.27624,0.3152,0.35746,0.37551,0.42208,0.36254,0.31056,0.33937,0.16279,0.13595,0.2585,0.30554,0.42533,0.36464,0.29751,0.25788,0.34764,0.17683,0.19044,0,0.41564,0.4902,0.53101,0.54694,0.54694,0.55801,0.57836,0.48986,0.44744,0.50235,0.55279,0.56472,0.57478,0.59354,0.6116,0.59055,0.5178,0.42583,0.36684,0.13767,0.1441,0.24023,0.20633,0.23072,0.19692,0.25319,0.25319,0.25319,0,0,0.20965,0.2515,0.27598,0.27692,0.35059,0.31034,0.17544,0,0,0
0.20917,0.25888,0.29599,0.32683,0.34959,0.38838,0.41131,0.38729,0.31847,0.23258,0.30801,0.35683,0.39792,0.42495,0.45148,0.4638,0.55007,0.39057,0.34156,0.10774,0.23739,0.27684,0.29695,0.33029,0.24647,0.27646,0.29803,0.25844,0.20749,0.14588,0.52849,0.54436,0.56442,0.56442,0.56985,0.58016,0.57325,0.47767,0.42232,0.2702,0.5073,0.52041,0.55601,0.58489,0.57362,0.49966,0.48809,0.41401,0.38484,0.39997,0.55235,0.57954,0.59638,0.61807,0.62389,0.62004,0.57851,0.51475,0.40052,0.44017,0.32939,0.34357,0.34364,0.34516,0.30315,0.30315,0.30315,0.26768,0,0,0.45963,0.48432,0.49494,0.50479,0.52541,0.53776,0.49993,0.53666,0.37079,0.28206
0.20143,0.24754,0.28588,0.32211,0.35265,0.35866,0.35054,0.31713,0.29843,0.2392,0.3343,0.35578,0.37384,0.40907,0.39677,0.37884,0.33453,0.30394,0.22375,0.21231,0.41591,0.47032,0.51579,0.58134,0.58478,0.53881,0.50921,0.46471,0.31163,0.13716,0.54976,0.5838,0.63598,0.63571,0.53717,0.56072,0.5017,0.53438,0.53438,0.50276,0.29327,0.32446,0.33824,0.35578,0.18517,0.13154,0,0,0,0,0.77622,0.77622,0.78543,0.7889,0.78784,0.80676,0.817,0.75418,0.74332,0.80779,0.20813,0.23357,0.26335,0.27513,0.27469,0,0,0,0,0,0.24646,0.27601,0.29499,0.32829,0.31663,0.26164,0.16546,0.12589,0.15112,0
