G1,G2,G3,G4,G5,G6,G7,G8 ,G9,G10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
19.769,19.011,17.043,14.105,10.932,8.2464,6.0755,4.2907,2.974,1.9804,5.3037,5.2424,4.9224,4.5156,3.8289,3.0719,2.3811,1.7845,1.3056,0.84521,6.8812,6.7558,6.3395,5.8389,5.1044,4.1099,3.2717,2.4984,1.5428,0.92146,6.1324,6.0836,5.8876,5.7723,5.448,5.3806,5.1837,5.0674,4.6847,4.1093,3.141,3.0619,3.0336,2.7126,2.0629,1.248,1.0171,0.50913,0.35079,0.18989,6.1729,6.128,6.0127,5.6808,4.9606,4.1848,3.3858,2.5421,1.8896,1.7734,1.7526,1.71,1.6165,1.3313,1.2692,1.0742,1.0742,0.82031,0.37158,0.19889,13.088,13.021,12.76,12.436,11.772,10.506,8.7347,6.581,4.7455,3.0632
17.213,16.458,14.602,12.279,9.727,7.4453,5.7414,4.2117,3.1212,2.4383,8.3409,8.3226,8.1962,7.7974,6.9199,6.1153,5.6678,5.1399,4.5987,4.3673,6.3662,6.2701,5.99,5.6497,4.6732,3.857,2.9533,2.2432,1.7097,1.4114,3.5349,3.4846,3.3926,3.2311,3.0475,2.6715,2.3047,1.213,0.84513,0.15076,3.1179,3.071,2.8691,2.5546,2.1775,1.4801,0.96068,0.70285,0.54734,0.37436,4.8018,4.7187,4.5185,4.2976,3.6561,2.8815,2.5676,2.2969,1.7523,1.6277,2.1047,2.0379,1.9059,1.7227,1.6499,1.5691,1.4525,1.4525,1.1457,0.79995,7.0532,6.8909,6.452,5.8854,5.1706,4.4162,3.5818,2.7824,1.747,1.4217
23.51,22.888,21.218,18.967,16.455,13.745,10.846,8.6706,6.4441,4.6636,7.9134,7.7907,7.5392,7.1855,6.7329,5.9594,5.2301,4.6349,4.0991,3.4786,6.3778,6.2767,6.1142,5.8332,5.4684,5.1442,4.442,3.9814,3.2355,2.8425,4.8555,4.8469,4.8469,4.6784,4.4932,4.1091,3.7553,3.1087,2.4911,1.7706,2.994,2.963,2.8399,2.7434,2.6001,2.0619,1.9506,1.4413,0.37656,0.21284,10.321,10.294,10.212,10.066,9.9615,9.837,9.6822,9.4961,9.2827,9.0521,1.4527,1.4064,1.2808,0.92138,0.78704,0.61633,0.28269,0.15705,0,0,7.5483,7.4361,6.9384,6.1635,5.2015,3.9526,2.8901,2.0539,1.5402,0.95506
16.711,15.899,13.785,11.238,8.5989,6.1603,4.3933,3.0626,2.272,1.5421,5.8884,5.7476,5.387,4.839,4.0774,3.2522,2.7541,1.7716,1.2978,1.1394,5.2123,5.0863,4.8009,4.2247,3.604,2.843,2.0442,1.5725,1.2331,0.85542,4.3463,4.2927,4.2314,4.0089,3.6551,3.3642,2.8936,2.4793,2.0982,1.953,4.285,4.2263,4.1138,3.8437,3.5159,3.33,2.8906,2.5062,2.5062,1.8171,5.4199,5.3427,5.032,4.7557,4.2102,3.7497,3.1785,2.7968,2.483,1.3845,1.4915,1.4596,1.2909,0.94136,0.8002,0.62501,0.51459,0.23969,0.23969,0.23969,8.6003,8.4527,7.9596,7.4327,6.9273,5.806,4.9201,4.1777,3.1481,2.304
19.779,19.178,17.371,14.918,12.242,9.6085,7.3267,5.4636,3.9468,2.8171,9.7584,9.6959,9.393,8.9229,8.3524,7.1926,6.2224,5.0312,3.8845,2.9535,4.8455,4.6948,4.382,3.783,3.3938,2.7424,2.1448,1.9124,1.4453,0.9684,5.0935,5.068,4.9569,4.7981,4.5673,3.8122,3.3498,2.8156,2.3194,1.7621,4.9247,4.9101,4.821,4.7765,4.7765,4.6941,4.481,3.838,3.1066,2.7509,10.771,10.771,10.771,10.735,10.409,9.9365,8.5938,8.033,6.7567,5.5313,3.5493,3.5163,3.417,2.8645,2.7148,2.3717,1.927,1.6636,1.2099,1.0439,10.012,9.9008,9.5651,8.7991,7.7483,6.6286,5.3371,3.8329,2.9125,1.9506
20.187,19.541,17.69,15.012,12.093,9.5216,7.1682,5.0591,3.7841,2.5329,6.4361,6.3601,6.1252,5.663,5.1962,4.7022,4.0593,3.2371,2.9631,2.1788,8.7264,8.6412,8.3877,7.9952,7.4477,6.7006,5.9567,4.5385,3.8725,2.8869,4.174,4.1301,4.041,3.9134,3.7387,2.8417,2.567,2.1362,1.6491,1.229,3.5056,3.4754,3.1987,3.0084,2.6578,2.312,1.6509,1.117,0.82559,0.47423,5.97,5.9321,5.6966,5.5171,5.2137,4.8214,4.0568,3.3112,2.8775,2.1532,2.1034,2.0824,2.0238,1.6306,1.4281,1.3304,1.0066,0.74199,0.45953,0.28215,11.741,11.664,11.292,10.654,9.1989,7.8634,6.4668,5.4266,4.6232,3.3922
21.065,20.607,19.252,17.182,14.38,11.523,8.8086,6.5722,4.5678,3.0436,6.4243,6.3092,5.9324,5.3023,4.5522,3.5762,2.8418,2.422,1.6668,1.197,5.0602,4.9794,4.8137,4.3557,4.1041,3.5009,3.0196,2.7276,2.1091,1.73,6.7136,6.682,6.6382,6.5481,6.2468,5.4117,4.5884,3.7152,3.1031,1.8244,7.0081,7.0081,7.0081,6.9597,6.7276,6.5518,6.2354,5.196,4.2916,2.4485,8.437,8.4217,8.3796,8.1221,7.5088,7.0688,6.4357,5.3431,4.2449,3.1583,1.6691,1.6469,1.4935,1.3928,1.1217,0.94169,0.94169,0.4238,0.4238,0.4238,12.06,11.998,11.678,11.242,10.192,9.1512,7.8635,6.4729,5.3241,3.9395
20.56,20.026,18.345,15.926,13.052,9.9888,7.352,5.425,3.8788,2.6946,10.141,10.069,9.7311,9.1939,8.5136,7.1316,6.0994,4.9129,3.5493,2.5447,9.4369,9.3973,9.1179,8.5406,7.7184,6.259,4.9123,4.2003,3.3295,2.3354,5.0992,5.0864,4.9834,4.725,4.443,4.0132,3.7348,2.753,1.4925,0.92723,4.3411,4.3119,4.0571,3.7892,3.5177,2.7724,2.3399,2.3399,1.9055,1.738,5.0021,4.9223,4.7252,4.5719,4.2377,3.9762,3.6621,2.9137,2.3911,1.6732,2.2457,2.2236,2.1241,1.9576,1.8138,1.7259,1.0509,1.0509,0.90632,0.74598,12.251,12.166,11.731,11.066,10.051,8.7596,6.8124,5.417,4.2101,2.9015
20.687,20.109,18.491,15.965,13.364,10.844,8.2695,6.0334,4.4887,3.3673,7.1651,7.0875,6.8077,6.3908,5.9794,5.235,4.2285,3.4002,2.6443,1.9502,10.126,10.074,9.8259,9.2615,8.4403,7.7951,6.3418,4.8709,3.9086,2.9092,3.7998,3.7812,3.5645,3.4765,3.1239,2.5101,2.3162,2.1069,1.6228,1.1918,2.2187,2.1871,2.1363,2.0938,1.789,1.2714,0.8111,0.427,0.427,0.26313,10.313,10.302,10.261,10.002,9.6349,9.4407,8.5604,8.0024,6.933,6.1063,3.1,3.0768,2.9501,2.7979,2.2336,2.0425,1.6994,1.5695,1.2861,0.93864,12.554,12.446,12.193,11.497,10.578,9.3076,7.5126,5.0473,3.8469,3.1238
23.296,22.673,20.75,17.646,14.289,10.849,8.0841,5.6726,3.7676,2.6871,11.036,10.967,10.697,10.227,9.1892,8.0872,7.1318,6.1948,4.8915,4.0459,7.0935,7.0022,6.6433,6.15,5.431,4.4056,3.4515,2.2464,1.5771,0.96452,2.9072,2.8232,2.6675,2.4085,2.113,2.0413,1.4933,0.93481,0.93481,0.50921,2.4309,2.4119,2.1788,2.0041,1.5182,1.085,1.085,1.085,0.19029,0.19029,10.136,10.136,10.109,10.074,9.667,9.0798,7.9089,7.0736,6.1388,5.1824,3.6966,3.6376,3.5825,3.4192,3.0707,2.5498,2.1036,1.9802,1.9802,1.6331,9.4867,9.4199,8.9593,8.2828,7.4327,6.0657,4.7143,2.769,1.6137,0.8927
16.136,15.405,13.507,10.725,8.3078,6.0279,4.1247,2.6429,1.7313,1.0578,5.2747,5.1281,4.7432,3.9652,3.3661,2.7124,2.16,1.5104,0.97004,0.57982,6.6864,6.5734,6.2057,5.3431,4.7733,3.8342,2.9903,1.9987,1.3925,1.0056,4.0222,3.9633,3.7559,3.4711,3.0953,2.2492,1.4126,0.77067,0.77067,0.34719,3.9243,3.9006,3.8645,3.8048,3.7249,3.6287,2.8536,2.2079,1.7654,0.93094,6.3222,6.2739,6.1044,5.7244,5.5139,5.0688,4.5119,3.5849,3.1538,2.5429,1.9545,1.9076,1.8126,1.7542,1.6202,1.4557,1.2358,1.1109,0.80183,0.3002,7.2591,7.0469,6.7095,6.1023,5.371,4.8864,3.9317,2.6404,1.3699,0.7812
15.103,14.286,12.202,9.6188,7.3941,5.5398,4.0203,2.8256,2.0414,1.4389,5.1026,4.9472,4.6117,4.0704,3.3335,2.8499,2.4477,1.8465,1.5106,1.1945,5.1979,5.0864,4.8376,4.3004,3.6066,3.1137,2.4655,2.0531,1.6421,1.5609,4.459,4.4112,4.3475,4.3119,4.2568,4.1752,3.9851,3.6686,2.5293,1.5518,2.4746,2.4656,2.2745,1.8322,1.3036,0.84983,0.30692,0.17001,0.17001,0,6.482,6.4114,6.2963,5.9507,5.715,5.4603,4.6771,3.7527,2.9972,2.1418,2.6972,2.6611,2.4283,1.8671,1.6621,1.2225,0.99892,0.99892,0.84416,0.84416,8.3612,8.1727,7.7661,7.0591,6.0429,4.797,3.3618,2.1733,1.493,0.96434
19.299,18.567,16.496,13.569,10.508,7.9613,5.6723,3.7922,2.6995,1.7767,7.5837,7.5131,7.1342,6.6874,5.9203,4.7803,3.5678,2.7399,1.7042,1.2458,6.5398,6.4677,6.0818,5.4799,4.5864,3.7979,3.0055,2.3599,1.6051,1.2952,3.0785,3.0112,2.8408,2.5795,2.4047,1.648,1.0248,0.81211,0.56829,0,3.7947,3.7564,3.669,3.3059,3.0315,2.3853,1.2905,0.7681,0.7681,0.7681,7.2173,7.1775,7.0507,6.8762,6.5934,6.2726,5.4927,4.9268,3.9823,3.0068,2.3659,2.3252,2.3252,2.214,1.9476,1.6781,1.6781,1.4097,1.2518,1.076,11.866,11.797,11.445,10.771,9.9739,8.4182,7.1206,5.1247,4.0435,2.539
15.707,14.972,13.124,10.694,8.3446,6.369,4.7973,3.4733,2.5648,1.982,5.3031,5.2328,4.8439,4.1747,3.2176,2.2441,1.4391,1.1534,0.94693,0.79875,6.3838,6.2753,5.9788,5.3843,4.8781,4.0604,3.2203,2.2159,1.6089,1.2217,3.6678,3.6419,3.5062,3.3778,2.8507,2.2622,1.9818,1.8778,1.1402,0.71696,1.5233,1.4702,1.3888,1.0084,0.79616,0.61007,0.3907,0.14626,0,0,13.504,13.504,13.504,13.504,13.448,13.319,12.518,11.589,10.615,9.8723,2.6245,2.5702,2.3927,1.9533,1.6658,1.4869,1.2718,1.0043,0.85954,0.5228,6.8205,6.6594,6.2645,5.709,4.8985,3.8403,2.922,1.8295,1.2498,0.60896
19.249,18.629,16.88,14.331,11.741,9.0879,6.7593,5.0231,3.6496,2.6719,7.3264,7.2636,6.7608,6.1301,5.5494,4.1512,3.4571,2.4412,1.6142,0.92501,5.972,5.9105,5.4562,5.0587,4.5409,3.7724,3.1291,2.7121,2.2341,1.7041,5.4529,5.4215,5.316,5.1552,4.9168,4.5554,4.0208,3.4689,3.3393,2.6385,2.5852,2.5224,2.3823,2.1572,1.6806,1.4148,1.0801,0.83314,0.40357,0.22754,13.071,13.071,13.071,13.071,12.918,12.715,12.471,12.196,10.993,9.1764,2.5443,2.4775,2.2959,2.2538,1.9783,1.7108,1.2764,1.1394,0.83704,0.66323,13.854,13.806,13.617,13.041,12.008,10.564,8.513,6.7687,4.2862,2.9738
15.599,14.78,12.727,10.109,7.455,5.0883,3.4566,2.3177,1.4657,0.88185,5.7824,5.6611,5.3894,4.8158,3.9722,3.4435,2.8496,2.0748,1.728,1.193,4.135,3.9969,3.5406,3.0732,2.4303,1.8148,1.3329,1.0948,0.75361,0.43975,3.2047,3.1364,2.9567,2.7135,2.3906,1.8129,1.4463,1.2279,0.59708,0.3026,4.9779,4.9515,4.8973,4.8973,4.666,4.1108,3.1445,2.6375,1.882,1.0456,6.8617,6.8179,6.7182,6.4153,5.6712,5.2192,3.9775,3.1621,2.2904,1.1008,1.9672,1.8999,1.7091,1.5036,1.2124,0.92736,0.92736,0.92736,0.92736,0.92736,5.4849,5.3175,4.6143,3.7537,3.1096,2.015,1.1233,0.56884,0.28162,0.14774
19.236,18.573,16.823,14.275,11.119,8.1633,5.705,3.6647,2.2432,1.3772,4.9157,4.8251,4.5027,4.1673,3.6116,3.1763,2.4232,1.6046,1.2009,0.97591,5.4191,5.3078,5.1055,4.7731,3.9876,3.3194,2.6631,1.7848,1.246,0.94776,3.2613,3.2222,3.0668,2.8046,2.3846,2.0722,1.7843,1.4455,1.1991,0.9215,3.5569,3.5359,3.4673,3.2625,2.5451,2.3672,2.3672,2.2434,1.6632,0.81989,5.7004,5.6504,5.4964,4.9621,4.6222,3.8468,3.2261,2.1164,1.5718,0.95529,2.148,2.0511,1.8365,1.6916,1.6188,1.4317,1.1077,0.97518,0.82812,0.82812,6.7259,6.5697,6.1805,5.2827,4.1012,3.0467,1.9899,1.1312,0.67492,0.5461
18.721,18.085,16.151,13.771,11.142,8.8453,6.7602,5.1764,3.7316,2.974,7.352,7.2248,6.9201,6.5613,5.937,4.9683,4.1753,3.3699,2.628,1.9319,5.5313,5.4281,5.097,4.5931,3.9042,3.4201,2.9263,2.5162,1.904,1.3782,3.9296,3.9072,3.7839,3.6135,3.3874,3.166,2.45,2.146,1.3809,0.80544,3.7488,3.7273,3.5369,3.3016,2.8893,2.6226,1.9492,1.4317,1.1335,0.4517,14.025,14.013,13.9,13.761,13.36,13.037,12.649,12.273,12.159,11.918,2.0904,2.0329,1.8961,1.7972,1.4393,1.0888,0.87988,0.48487,0.33702,0,8.334,8.2331,7.7686,7.1248,5.9989,5.0075,3.8899,2.7513,1.4958,1.1616
19.452,18.715,16.899,14.235,11.317,8.4098,5.9848,4.3034,3.0775,2.3906,4.6869,4.5021,4.1591,3.5697,2.8816,2.5957,1.9393,1.6476,1.3862,1.2322,8.153,8.0587,7.8737,7.5664,7.0368,5.7111,4.7689,4.0045,3.409,3.0971,4.8138,4.7619,4.6248,4.2472,3.8218,3.6061,2.7801,2.3471,2.1001,1.6656,5.2826,5.2428,5.1481,5.0409,4.9005,4.4731,4.1424,3.0873,1.3064,0.96214,9.4618,9.4618,9.4454,9.1581,8.7417,8.3476,7.5576,6.0723,5.2158,4.2465,2.3443,2.3392,2.2222,2.0047,1.6602,1.2123,1.0048,1.0048,1.0048,1.0048,10.174,10.082,9.721,8.9998,7.9587,6.6072,4.8781,3.3576,2.3767,1.4091
14.926,14.181,12.207,9.7107,7.4755,5.4415,4.1072,3.2153,2.3513,1.8563,5.4067,5.2566,4.9004,4.2503,3.5587,2.8788,2.2771,1.7484,1.075,0.8352,5.3463,5.2518,5.0425,4.5261,4.2065,3.5498,2.8986,2.5995,1.9952,1.6219,5.7483,5.736,5.5425,5.3315,4.7564,4.2289,3.6699,3.2408,2.7394,2.0134,4.2373,4.2173,4.0502,3.7043,3.0521,2.5108,2.0673,1.8081,1.0785,1.0785,11.15,11.15,11.093,10.949,10.794,10.265,9.9545,8.9333,8.104,6.9036,2.182,2.112,1.8311,1.3794,1.2464,0.73173,0.73173,0.73173,0.58811,0.41379,5.6737,5.5618,5.0135,4.4105,3.3349,2.3698,1.3251,0.98514,0.64372,0.45229
18.231,17.62,15.774,13.329,10.686,8.1357,6.5129,5.065,3.8727,2.8185,5.4085,5.321,5.0941,4.8763,4.3358,3.7657,3.2051,2.5655,2.0932,1.4797,6.1688,6.088,5.9013,5.4435,5.0177,4.3552,3.7552,3.2377,2.4961,1.8131,2.9783,2.8779,2.6714,2.3824,2.1562,2.0788,1.7106,1.7106,1.4616,1.3263,4.2792,4.2542,4.0772,3.6718,3.5294,2.6058,2.2804,1.7588,1.1776,0.66477,10.581,10.514,10.445,10.408,10.26,9.8634,9.31,8.2614,7.4125,6.1829,2.4805,2.4461,2.2543,2.2123,1.9949,1.9113,1.5768,1.323,1.323,0.62959,4.4034,4.2502,3.8203,3.3573,2.7436,1.9434,1.4775,1.2822,0.83277,0.76496
18.185,17.478,15.525,12.904,10.225,7.7248,5.3392,3.5347,2.2748,1.3601,6.9664,6.8484,6.5064,6.0106,5.4322,4.4466,3.7497,2.6978,1.896,1.0477,5.1142,5.003,4.6938,4.2826,3.5562,2.9176,2.3665,1.418,1.1484,0.68926,3.9091,3.8898,3.7818,3.5789,3.2199,2.7516,2.2966,1.9747,1.6052,0.90509,3.676,3.6494,3.5068,3.2226,2.6649,2.1316,1.4666,0.94465,0.79447,0.46871,6.2109,6.1417,5.945,5.6586,5.1163,4.8508,4.3192,3.851,3.539,3.185,2.3694,2.3034,2.1633,1.9964,1.6632,1.12,0.79881,0.55328,0.40944,0.24685,9.4402,9.3532,9.0327,8.4207,7.7418,6.122,4.5273,3.5361,2.3137,1.3976
19.004,18.319,16.725,14.397,11.78,9.2811,7.3701,5.6937,4.2804,3.2315,6.9996,6.8717,6.6175,6.0656,5.4375,4.7797,4.0822,3.0005,2.5997,1.5207,7.6509,7.5503,7.294,6.7594,6.1369,4.9711,4.1191,3.1956,2.1311,1.5145,4.9841,4.931,4.7873,4.6599,4.4778,4.1805,3.9831,3.8685,2.8648,2.7188,3.3682,3.3432,3.2697,2.8449,2.5781,2.1146,1.8852,1.4986,1.3455,1.3455,13.618,13.613,13.562,13.414,13.164,13.164,12.847,12.748,12.645,11.662,2.1829,2.0904,1.8572,1.8121,1.3841,1.0403,1.0403,0.78457,0.78457,0.43344,8.1906,8.0593,7.4884,6.4492,5.0807,3.9045,2.9552,1.9979,1.2624,0.87527
18.351,17.71,16.016,13.554,10.758,7.9487,5.8273,4.1465,3.0901,2.2454,6.7861,6.7127,6.4418,5.8949,5.506,4.9695,4.4351,3.7387,3.1849,2.4157,5.8721,5.8026,5.4378,4.952,4.3362,3.928,3.2232,2.6933,2.2164,1.7642,4.4856,4.4574,4.3302,4.2119,3.8643,3.2452,2.5232,1.3402,1.09,0.66374,4.6013,4.5715,4.4929,4.3432,4.1455,3.5361,3.2186,2.3344,1.7451,1.4076,9.8276,9.8276,9.7306,9.5862,9.2328,8.7893,7.8342,6.7612,5.6886,5.073,2.6646,2.6476,2.5254,2.4309,2.2878,2.19,1.7622,1.6243,1.6243,1.1212,10.091,10.021,9.6564,8.9082,7.463,5.8997,4.2961,3.0469,2.1253,1.4146
23.579,22.998,21.395,19.114,16.261,13.106,10.28,7.8273,5.7468,4.0113,9.1599,9.0819,8.8919,8.5336,7.662,6.94,6.0894,5.1476,3.7297,2.5794,6.883,6.7909,6.6458,6.3535,5.6565,4.8445,4.1409,3.4845,2.3239,1.1719,6.2164,6.2105,6.1621,6.0866,6.0361,5.9679,5.7819,5.3427,5.3427,4.4984,3.8546,3.798,3.7073,3.508,3.0461,2.7788,2.1178,1.0827,0.77135,0.59447,11.923,11.923,11.856,11.783,11.634,11.131,10.746,10.191,9.6463,8.4398,1.9635,1.8863,1.8038,1.7094,1.2898,1.1222,0.91576,0.78174,0.78174,0.78174,11.837,11.749,11.396,10.645,9.7108,8.3653,7.0445,5.5458,4.2787,3.0991
20.354,19.726,17.996,15.524,12.667,9.8638,7.4448,5.1843,3.6722,2.6438,11.903,11.881,11.583,11.142,10.511,9.3754,8.0811,6.8204,5.793,5.0971,5.4273,5.3049,4.9463,4.4599,3.9191,3.3075,2.4948,1.8731,1.1247,0.90156,2.908,2.8463,2.7242,2.3425,1.8906,1.3667,0.91938,0.80528,0.80528,0.80528,2.8719,2.8608,2.7304,2.4666,2.0391,1.4849,1.1508,0.64116,0.49034,0,6.6126,6.585,6.4688,6.118,5.2814,4.4301,3.5471,2.8075,2.2643,1.899,1.6213,1.5916,1.5125,1.2373,1.0914,0.81008,0.69115,0.69115,0.69115,0.69115,12.34,12.269,12.05,11.244,9.921,8.1955,6.1143,4.3,3.142,2.2318
20.502,19.873,18.175,15.718,12.929,10.32,8.0165,6.1823,4.716,3.5104,7.674,7.6342,7.4428,7.0689,6.7983,6.2339,5.6747,4.8613,4.6577,4.0294,8.3889,8.2979,8.0079,7.5366,6.7436,5.6667,4.332,3.3369,2.1157,1.4936,4.4228,4.3966,4.305,4.1061,3.6521,3.0968,2.2673,2.0538,2.0538,1.7592,6.4712,6.4712,6.4712,6.4712,6.2355,5.8943,4.5907,3.9229,2.7398,2.0584,10.641,10.629,10.606,10.539,10.389,9.9931,9.3726,8.2504,7.0738,5.9951,2.1953,2.1769,1.958,1.6349,1.4754,1.2828,1.2828,1.1596,1.0195,0.68516,6.6609,6.522,6.0564,5.2734,4.1374,3.2198,2.6271,1.7288,0.97582,0.33793
